"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"15.05.2020","4,71","4,94","5,15","4,60","-","-5,42%"
"14.05.2020","4,98","5,07","5,25","4,91","-","-0,40%"
"13.05.2020","5,00","5,17","5,37","4,90","-","-6,54%"
"12.05.2020","5,35","5,22","5,36","5,05","-","1,52%"
"11.05.2020","5,27","5,29","5,34","5,11","-","2,33%"
"08.05.2020","5,15","5,27","5,30","4,94","-","-0,19%"
"07.05.2020","5,16","4,74","5,28","4,67","-","5,09%"
"06.05.2020","4,91","4,86","5,03","4,71","-","4,03%"
"05.05.2020","4,72","4,74","4,82","4,65","-","0,64%"
"04.05.2020","4,69","4,87","4,88","4,55","-","-1,05%"
"01.05.2020","4,74","5,12","5,13","4,60","-","-4,05%"
"30.04.2020","4,94","5,12","5,18","4,81","-","-5,73%"
"29.04.2020","5,24","5,24","5,40","5,14","-","-4,03%"
"28.04.2020","5,46","5,38","5,53","5,28","-","-0,55%"
"27.04.2020","5,49","5,73","5,73","5,42","-","-5,18%"
"24.04.2020","5,79","6,16","6,17","5,78","-","-9,11%"
"23.04.2020","6,37","6,54","6,55","6,06","-","-4,64%"
"22.04.2020","6,68","6,92","6,94","6,57","-","-6,96%"
"21.04.2020","7,18","7,44","7,54","7,13","-","1,70%"
"20.04.2020","7,06","6,93","7,14","6,47","-","-0,28%"
"17.04.2020","7,08","6,66","7,30","6,52","-","10,28%"
"16.04.2020","6,42","6,70","6,72","6,32","-","-4,18%"
"15.04.2020","6,70","6,18","6,82","6,09","-","9,84%"
"14.04.2020","6,10","6,52","6,81","6,09","-","-10,56%"
"13.04.2020","6,82","6,80","6,82","6,54","-","3,49%"
"09.04.2020","6,59","6,61","6,81","6,38","-","-2,23%"
"08.04.2020","6,74","6,96","7,15","6,54","-","-3,85%"
"07.04.2020","7,01","5,93","7,06","5,89","-","12,52%"
"06.04.2020","6,23","5,78","6,23","5,70","-","2,81%"
"03.04.2020","6,06","6,55","6,55","5,82","-","-8,18%"
"02.04.2020","6,60","7,51","11,00","6,60","-","-14,62%"
"01.04.2020","7,73","8,50","8,74","7,13","-","-7,43%"
"31.03.2020","8,35","9,15","9,50","8,27","-","-12,38%"
"30.03.2020","9,53","8,87","9,72","8,82","-","15,24%"
"27.03.2020","8,27","10,05","10,36","7,95","-","-13,40%"
"26.03.2020","9,55","8,72","9,70","8,32","-","17,18%"
"25.03.2020","8,15","8,30","8,34","7,76","-","-14,21%"
"24.03.2020","9,50","12,42","12,56","9,26","-","-27,81%"
"23.03.2020","13,16","13,88","14,98","12,87","-","-0,90%"
"20.03.2020","13,28","14,17","17,24","11,22","-","-18,97%"
"19.03.2020","16,39","14,62","27,35","7,29","-","6,50%"
"18.03.2020","15,39","10,15","19,94","6,87","-","60,65%"
"17.03.2020","9,58","9,78","9,88","8,68","-","-8,33%"
"16.03.2020","10,45","10,80","11,03","9,69","-","9,42%"
"13.03.2020","9,55","11,21","12,21","7,38","-","-29,78%"
"12.03.2020","13,60","16,29","18,51","10,83","-","24,20%"
"11.03.2020","10,95","10,71","11,55","9,52","-","4,78%"
"10.03.2020","10,45","11,70","14,30","10,45","-","-26,36%"
"09.03.2020","14,19","14,73","15,13","11,82","-","44,80%"
"06.03.2020","9,80","8,58","10,85","8,35","-","49,62%"
"05.03.2020","6,55","6,14","6,84","5,95","-","11,97%"
"04.03.2020","5,85","6,28","6,53","5,80","-","-13,46%"
"03.03.2020","6,76","6,52","7,24","6,02","-","3,05%"
"02.03.2020","6,56","8,30","8,30","6,48","-","-13,46%"
"28.02.2020","7,58","6,75","8,04","5,58","-","20,13%"
"27.02.2020","6,31","5,92","6,32","5,64","-","9,74%"
"26.02.2020","5,75","5,35","5,81","5,18","-","3,60%"
"25.02.2020","5,55","5,47","6,45","5,36","-","-2,46%"
"24.02.2020","5,69","5,55","5,84","5,49","-","15,18%"
"21.02.2020","4,94","4,79","5,08","4,73","-","7,39%"
"20.02.2020","4,60","4,56","5,10","4,49","-","2,22%"
"19.02.2020","4,50","4,50","4,56","4,35","-","-0,88%"
"18.02.2020","4,54","4,70","4,73","4,54","-","6,32%"
"14.02.2020","4,27","4,21","4,37","4,18","-","-0,93%"
"13.02.2020","4,31","4,38","4,70","3,74","-","1,41%"
"12.02.2020","4,25","4,29","4,57","4,24","-","-4,06%"
"11.02.2020","4,43","4,42","4,62","4,34","-","-4,53%"
"10.02.2020","4,64","4,56","4,75","4,55","-","3,34%"
"07.02.2020","4,49","4,13","4,77","4,05","-","10,59%"
"06.02.2020","4,06","4,37","4,40","3,87","-","-6,67%"
"05.02.2020","4,35","4,41","4,63","4,28","-","-5,23%"
"04.02.2020","4,59","4,78","4,83","4,47","-","-9,47%"
"03.02.2020","5,07","4,96","5,19","4,81","-","-5,23%"
"31.01.2020","5,35","4,67","5,42","4,02","-","13,35%"
"30.01.2020","4,72","4,88","5,07","4,70","-","-1,87%"
"29.01.2020","4,81","4,69","4,92","3,55","-","3,89%"
"28.01.2020","4,63","4,64","5,02","4,61","-","-3,94%"
"27.01.2020","4,82","4,75","4,83","4,58","-","12,62%"
"24.01.2020","4,28","4,00","4,38","3,96","-","3,88%"
"23.01.2020","4,12","3,99","4,24","3,99","-","4,30%"
"22.01.2020","3,95","3,83","3,96","3,78","-","0,00%"
"21.01.2020","3,95","3,72","3,97","3,69","-","12,86%"
"17.01.2020","3,50","3,59","3,71","3,49","-","-6,42%"
"16.01.2020","3,74","3,76","3,87","3,69","-","0,00%"
"15.01.2020","3,74","3,69","3,77","3,66","-","0,27%"
"14.01.2020","3,73","3,74","4,21","3,62","-","1,63%"
"13.01.2020","3,67","3,81","3,86","3,66","-","-1,34%"
"10.01.2020","3,72","3,90","4,35","3,70","-","-7,69%"
"09.01.2020","4,03","4,20","4,27","4,01","-","-4,95%"
"08.01.2020","4,24","4,48","4,49","3,77","-","-1,62%"
"07.01.2020","4,31","4,43","4,48","3,89","-","-1,15%"
"06.01.2020","4,36","4,49","4,54","4,35","-","1,40%"
"03.01.2020","4,30","4,35","4,51","4,16","-","5,13%"
"02.01.2020","4,09","4,18","4,20","4,08","-","-0,97%"
"31.12.2019","4,13","4,23","4,23","4,04","-","-2,13%"
"30.12.2019","4,22","4,12","4,23","4,11","-","7,38%"
"27.12.2019","3,93","4,10","4,15","3,91","-","-5,53%"
"26.12.2019","4,16","4,19","4,23","4,11","-","0,97%"
"24.12.2019","4,12","4,27","4,34","4,10","-","-0,72%"
"23.12.2019","4,15","4,02","4,33","3,96","-","6,14%"
"20.12.2019","3,91","3,86","3,99","3,71","-","-0,51%"
"19.12.2019","3,93","3,96","4,19","3,84","-","1,55%"
"18.12.2019","3,87","3,92","4,01","3,86","-","-0,51%"
"17.12.2019","3,89","3,91","3,95","3,72","-","-2,02%"
"16.12.2019","3,97","3,97","3,99","3,86","-","-3,41%"
"13.12.2019","4,11","4,29","4,75","3,91","-","-9,27%"
"12.12.2019","4,53","4,43","4,60","4,06","-","1,80%"
"11.12.2019","4,45","4,57","4,60","4,45","-","-3,89%"
"10.12.2019","4,63","4,82","4,85","4,32","-","-2,53%"
"09.12.2019","4,75","4,67","4,86","4,64","-","4,63%"
"06.12.2019","4,54","4,53","4,58","4,23","-","0,67%"
"05.12.2019","4,51","4,49","4,57","4,40","-","0,89%"
"04.12.2019","4,47","4,47","4,55","4,36","-","-2,61%"
"03.12.2019","4,59","4,59","4,77","4,45","-","5,52%"
"02.12.2019","4,35","4,42","4,44","4,15","-","4,07%"
"29.11.2019","4,18","4,12","4,20","4,05","-","3,21%"
"27.11.2019","4,05","4,16","4,22","4,00","-","-3,11%"
"26.11.2019","4,18","4,17","4,20","4,12","-","1,46%"
"25.11.2019","4,12","4,23","4,25","4,11","-","0,24%"
"22.11.2019","4,11","4,24","4,25","4,05","-","-4,64%"
"21.11.2019","4,31","4,35","4,43","3,65","-","-3,79%"
"20.11.2019","4,48","4,40","4,88","4,01","-","4,67%"
"19.11.2019","4,28","4,28","4,31","3,48","-","-1,38%"
"18.11.2019","4,34","4,38","4,42","4,29","-","1,40%"
"15.11.2019","4,28","4,56","4,61","4,24","-","-4,89%"
"14.11.2019","4,50","4,39","7,88","4,34","-","0,90%"
"13.11.2019","4,46","4,59","4,61","4,30","-","-3,46%"
"12.11.2019","4,62","4,77","4,79","4,47","-","-2,94%"
"11.11.2019","4,76","4,80","4,81","4,75","-","1,49%"
"08.11.2019","4,69","5,12","5,13","4,33","-","-5,06%"
"07.11.2019","4,94","4,38","5,45","4,35","-","15,69%"
"06.11.2019","4,27","4,25","4,34","4,17","-","-0,70%"
"05.11.2019","4,30","4,26","4,30","4,07","-","2,38%"
"04.11.2019","4,20","4,19","4,23","4,15","-","2,94%"
"01.11.2019","4,08","4,34","4,36","3,99","-","-7,27%"
"31.10.2019","4,40","4,33","4,47","4,16","-","1,15%"
"30.10.2019","4,35","4,62","4,71","4,34","-","-7,45%"
"29.10.2019","4,70","4,79","4,84","4,68","-","-3,69%"
"28.10.2019","4,88","4,73","4,89","4,69","-","5,86%"
"25.10.2019","4,61","4,70","4,84","4,59","-","-3,56%"
"24.10.2019","4,78","4,98","5,02","4,75","-","-5,91%"
"23.10.2019","5,08","5,17","5,21","5,08","-","-2,50%"
"22.10.2019","5,21","5,27","5,27","5,15","-","-3,16%"
"21.10.2019","5,38","5,47","5,53","5,34","-","1,13%"
"18.10.2019","5,32","5,36","5,44","5,27","-","1,72%"
"17.10.2019","5,23","5,32","5,33","4,43","-","0,77%"
"16.10.2019","5,19","5,25","5,54","4,99","-","-2,26%"
"15.10.2019","5,31","5,33","5,35","5,18","-","0,57%"
"14.10.2019","5,28","5,45","5,45","5,27","-","-1,31%"
"11.10.2019","5,35","5,42","9,62","3,34","-","2,69%"
"10.10.2019","5,21","5,25","5,42","4,87","-","0,58%"
"09.10.2019","5,18","5,28","5,31","5,11","-","-2,81%"
"08.10.2019","5,33","5,39","5,40","5,01","-","1,91%"
"07.10.2019","5,23","5,38","5,40","5,18","-","0,97%"
"04.10.2019","5,18","5,47","5,47","4,98","-","-2,81%"
"03.10.2019","5,33","5,54","5,65","3,62","-","-4,31%"
"02.10.2019","5,57","5,67","5,70","5,22","-","-1,59%"
"01.10.2019","5,66","5,46","6,44","5,45","-","6,99%"
"30.09.2019","5,29","5,39","5,41","5,26","-","-0,94%"
"27.09.2019","5,34","5,35","5,45","5,24","-","-1,66%"
"26.09.2019","5,43","5,35","5,57","5,30","-","-1,27%"
"25.09.2019","5,50","5,55","5,92","5,28","-","-2,48%"
"24.09.2019","5,64","5,39","5,68","5,28","-","1,62%"
"23.09.2019","5,55","5,53","5,64","5,48","-","-1,07%"
"20.09.2019","5,61","5,14","5,68","4,95","-","5,25%"
"19.09.2019","5,33","5,42","5,44","5,13","-","-5,83%"
"18.09.2019","5,66","5,71","5,75","5,06","-","-2,92%"
"17.09.2019","5,83","6,00","6,04","5,58","-","-2,35%"
"16.09.2019","5,97","5,88","6,14","5,74","-","1,53%"
"13.09.2019","5,88","5,14","6,40","5,07","-","14,40%"
"12.09.2019","5,14","4,94","5,64","4,73","-","0,00%"
"11.09.2019","5,14","5,18","5,43","3,83","-","0,59%"
"10.09.2019","5,11","4,85","5,12","4,47","-","4,71%"
"09.09.2019","4,88","4,97","4,97","4,83","-","1,67%"
"06.09.2019","4,80","5,19","5,23","4,80","-","-5,88%"
"05.09.2019","5,10","5,15","5,16","4,95","-","-2,11%"
"04.09.2019","5,21","5,28","5,33","5,18","-","-2,80%"
"03.09.2019","5,36","5,50","5,52","4,86","-","1,32%"
"30.08.2019","5,29","5,11","5,32","3,64","-","1,15%"
"29.08.2019","5,23","5,29","5,30","4,29","-","-3,68%"
"28.08.2019","5,43","5,66","5,69","5,39","-","-1,99%"
"27.08.2019","5,54","5,54","5,68","4,86","-","0,54%"
"26.08.2019","5,51","5,77","5,85","5,47","-","-1,43%"
"23.08.2019","5,59","5,30","5,85","4,69","-","4,49%"
"22.08.2019","5,35","5,47","5,50","5,29","-","-0,56%"
"21.08.2019","5,38","5,52","5,52","5,35","-","-6,43%"
"20.08.2019","5,75","5,70","5,80","5,65","-","0,52%"
"19.08.2019","5,72","5,93","5,97","5,70","-","-3,70%"
"16.08.2019","5,94","6,15","6,19","5,83","-","-7,19%"
"15.08.2019","6,40","6,03","6,57","4,15","-","9,03%"
"14.08.2019","5,87","5,93","5,96","5,67","-","9,11%"
"13.08.2019","5,38","5,70","5,72","5,03","-","-6,60%"
"12.08.2019","5,76","5,62","5,84","5,51","-","11,20%"
"09.08.2019","5,18","5,36","5,64","5,13","-","-5,30%"
"08.08.2019","5,47","5,57","5,58","4,69","-","-2,32%"
"07.08.2019","5,60","5,73","6,49","5,51","-","3,51%"
"06.08.2019","5,41","5,45","5,50","5,25","-","-6,08%"
"05.08.2019","5,76","5,70","5,93","5,59","-","19,01%"
"02.08.2019","4,84","4,85","5,09","4,52","-","-2,22%"
"01.08.2019","4,95","4,07","5,00","3,98","-","17,30%"
"31.07.2019","4,22","4,32","4,36","3,85","-","-1,40%"
"30.07.2019","4,28","4,37","4,38","4,26","-","-1,61%"
"29.07.2019","4,35","4,45","4,45","4,32","-","2,59%"
"26.07.2019","4,24","4,55","4,58","4,16","-","-7,42%"
"25.07.2019","4,58","4,48","4,60","4,38","-","2,46%"
"24.07.2019","4,47","4,39","4,74","4,38","-","1,36%"
"23.07.2019","4,41","4,34","4,42","3,94","-","0,92%"
"22.07.2019","4,37","4,41","4,50","4,33","-","2,10%"
"19.07.2019","4,28","4,51","4,51","4,22","-","-2,95%"
"18.07.2019","4,41","4,32","4,44","4,24","-","0,68%"
"17.07.2019","4,38","4,34","4,38","4,28","-","1,39%"
"16.07.2019","4,32","4,33","4,50","4,25","-","-0,46%"
"15.07.2019","4,34","4,29","4,38","4,28","-","3,33%"
"12.07.2019","4,20","4,34","4,34","4,18","-","-3,67%"
"11.07.2019","4,36","4,17","4,37","3,53","-","2,59%"
"10.07.2019","4,25","4,46","4,51","4,08","-","-0,47%"
"09.07.2019","4,27","4,36","4,37","4,25","-","0,00%"
"08.07.2019","4,27","4,36","4,39","4,26","-","2,89%"
"05.07.2019","4,15","4,35","4,36","3,88","-","-4,16%"
"03.07.2019","4,33","4,44","4,44","4,29","-","-1,37%"
"02.07.2019","4,39","4,36","4,47","4,26","-","0,23%"
"01.07.2019","4,38","4,53","4,59","4,35","-","-6,81%"
"28.06.2019","4,70","4,87","4,90","4,67","-","-1,67%"
"27.06.2019","4,78","4,66","4,81","4,56","-","0,63%"
"26.06.2019","4,75","4,84","4,91","4,75","-","-5,94%"
"25.06.2019","5,05","4,93","5,16","4,87","-","1,81%"
"24.06.2019","4,96","4,83","5,01","4,77","-","2,27%"
"21.06.2019","4,85","4,81","4,85","4,61","-","0,21%"
"20.06.2019","4,84","4,82","5,22","4,63","-","-0,21%"
"19.06.2019","4,85","5,28","5,28","4,77","-","-7,09%"
"18.06.2019","5,22","5,74","5,76","5,09","-","-2,61%"
"17.06.2019","5,36","5,25","5,46","5,21","-","-0,92%"
"14.06.2019","5,41","5,64","5,64","4,90","-","2,46%"
"13.06.2019","5,28","4,81","5,55","4,78","-","12,58%"
"12.06.2019","4,69","4,71","4,80","4,51","-","4,45%"
"11.06.2019","4,49","4,35","4,49","3,40","-","1,58%"
"10.06.2019","4,42","4,53","4,65","4,39","-","-4,74%"
"07.06.2019","4,64","5,08","5,28","4,62","-","-8,66%"
"06.06.2019","5,08","5,15","5,20","5,00","-","-3,79%"
"05.06.2019","5,28","5,12","5,37","5,09","-","1,34%"
"04.06.2019","5,21","5,50","5,50","4,99","-","-8,92%"
"03.06.2019","5,72","5,64","5,84","5,23","-","1,96%"
"31.05.2019","5,61","5,11","5,68","4,95","-","20,39%"
"30.05.2019","4,66","4,58","4,76","4,40","-","-0,64%"
"29.05.2019","4,69","4,84","4,97","4,62","-","-1,68%"
"28.05.2019","4,77","4,38","4,79","4,24","-","13,03%"
"24.05.2019","4,22","4,40","4,47","4,17","-","-4,31%"
"23.05.2019","4,41","4,19","4,53","4,05","-","8,09%"
"22.05.2019","4,08","4,09","4,20","4,00","-","0,00%"
"21.05.2019","4,08","4,12","4,15","3,69","-","-2,39%"
"20.05.2019","4,18","4,24","4,30","4,09","-","1,95%"
"17.05.2019","4,10","4,14","4,18","3,99","-","2,50%"
"16.05.2019","4,00","4,04","4,04","3,84","-","-2,68%"
"15.05.2019","4,11","4,26","4,34","3,87","-","-0,96%"
"14.05.2019","4,15","4,12","4,20","4,04","-","-5,03%"
"13.05.2019","4,37","4,32","4,48","4,28","-","8,44%"
"10.05.2019","4,03","4,25","4,40","3,98","-","-6,50%"
"09.05.2019","4,31","4,46","4,58","4,27","-","3,11%"
"08.05.2019","4,18","4,54","4,55","3,91","-","-3,91%"
"07.05.2019","4,35","4,21","4,44","4,11","-","9,02%"
"06.05.2019","3,99","4,04","4,08","3,91","-","11,14%"
"03.05.2019","3,59","3,73","3,95","3,52","-","-3,49%"
"02.05.2019","3,72","3,80","3,82","3,64","-","-2,87%"
"01.05.2019","3,83","4,06","4,07","3,69","-","-3,28%"
"30.04.2019","3,96","3,96","4,01","3,91","-","-2,70%"
"29.04.2019","4,07","3,83","4,07","3,80","-","11,81%"
"26.04.2019","3,64","3,82","3,89","3,59","-","-4,46%"
"25.04.2019","3,81","3,89","3,94","3,74","-","-2,31%"
"24.04.2019","3,90","3,90","4,04","3,79","-","-0,26%"
"23.04.2019","3,91","3,56","3,95","3,56","-","9,83%"
"22.04.2019","3,56","3,56","3,56","3,56","-","0,00%"
"18.04.2019","3,56","3,65","3,68","3,45","-","-3,26%"
"17.04.2019","3,68","3,68","3,72","3,60","-","1,66%"
"16.04.2019","3,62","3,57","3,64","3,50","-","3,43%"
"15.04.2019","3,50","3,57","3,61","3,49","-","1,45%"
"12.04.2019","3,45","3,58","3,60","3,38","-","0,88%"
"11.04.2019","3,42","3,50","3,52","3,37","-","-4,74%"
"10.04.2019","3,59","3,65","3,67","3,07","-","-2,45%"
"09.04.2019","3,68","3,63","3,83","3,62","-","1,10%"
"08.04.2019","3,64","3,74","3,78","3,63","-","0,55%"
"05.04.2019","3,62","3,69","3,78","2,84","-","-4,23%"
"04.04.2019","3,78","3,77","3,81","3,75","-","0,27%"
"03.04.2019","3,77","3,86","3,88","3,76","-","-5,04%"
"02.04.2019","3,97","3,91","3,98","3,84","-","1,53%"
"01.04.2019","3,91","4,17","4,20","3,87","-","-10,93%"
"29.03.2019","4,39","4,12","4,42","3,56","-","-0,68%"
"28.03.2019","4,42","4,74","4,74","4,11","-","-7,53%"
"27.03.2019","4,78","4,88","5,08","3,57","-","5,29%"
"26.03.2019","4,54","4,54","4,68","3,90","-","-13,36%"
"25.03.2019","5,24","4,10","5,29","4,04","-","22,14%"
"22.03.2019","4,29","3,85","4,62","3,85","-","20,85%"
"21.03.2019","3,55","3,59","3,63","3,40","-","3,80%"
"20.03.2019","3,42","3,45","3,64","3,35","-","-0,87%"
"19.03.2019","3,45","3,54","3,62","3,00","-","-2,82%"
"18.03.2019","3,55","3,76","3,76","3,52","-","-5,59%"
"15.03.2019","3,76","3,76","3,76","3,76","-","0,00%"
"14.03.2019","3,76","3,76","3,81","3,73","-","0,27%"
"13.03.2019","3,75","3,73","3,79","3,70","-","-0,27%"
"12.03.2019","3,76","3,79","3,80","3,37","-","1,90%"
"11.03.2019","3,69","3,79","3,82","3,68","-","1,93%"
"08.03.2019","3,62","3,70","3,79","3,57","-","-2,43%"
"07.03.2019","3,71","3,67","3,75","3,61","-","1,92%"
"06.03.2019","3,64","3,76","3,77","3,62","-","-2,15%"
"05.03.2019","3,72","3,88","3,88","3,71","-","-3,63%"
"04.03.2019","3,86","3,97","3,98","3,84","-","-0,52%"
"01.03.2019","3,88","3,98","4,00","3,73","-","0,52%"
"28.02.2019","3,86","3,85","3,96","3,61","-","-0,77%"
"27.02.2019","3,89","3,69","3,96","3,67","-","5,42%"
"26.02.2019","3,69","3,57","3,69","3,52","-","3,07%"
"25.02.2019","3,58","3,68","3,71","3,39","-","0,85%"
"22.02.2019","3,55","3,62","3,69","3,51","-","-1,66%"
"21.02.2019","3,61","3,62","3,66","3,54","-","4,03%"
"20.02.2019","3,47","3,67","3,67","3,43","-","-4,67%"
"19.02.2019","3,64","3,64","3,69","3,55","-","6,43%"
"15.02.2019","3,42","3,46","3,48","3,32","-","-5,52%"
"14.02.2019","3,62","3,65","3,74","3,37","-","0,56%"
"13.02.2019","3,60","3,70","3,71","3,53","-","-3,23%"
"12.02.2019","3,72","3,61","3,75","3,59","-","1,09%"
"11.02.2019","3,68","3,71","3,75","3,63","-","1,10%"
"08.02.2019","3,64","3,77","3,78","3,62","-","-0,55%"
"07.02.2019","3,66","3,70","3,71","3,57","-","1,67%"
"06.02.2019","3,60","3,63","3,65","3,53","-","-1,10%"
"05.02.2019","3,64","3,76","3,80","3,63","-","-2,41%"
"04.02.2019","3,73","3,74","3,75","3,68","-","1,91%"
"01.02.2019","3,66","3,88","3,89","3,51","-","-4,44%"
"31.01.2019","3,83","3,75","3,87","3,63","-","1,06%"
"30.01.2019","3,79","3,85","3,88","3,75","-","-3,32%"
"29.01.2019","3,92","3,89","3,94","3,85","-","1,29%"
"28.01.2019","3,87","3,89","4,01","3,85","-","1,84%"
"25.01.2019","3,80","3,97","3,97","3,79","-","-6,63%"
"24.01.2019","4,07","4,18","4,21","3,95","-","-0,73%"
"23.01.2019","4,10","4,16","4,31","4,10","-","-3,53%"
"22.01.2019","4,25","4,21","4,34","4,00","-","10,68%"
"18.01.2019","3,84","3,93","4,05","3,81","-","-4,48%"
"17.01.2019","4,02","4,06","4,07","3,61","-","2,55%"
"16.01.2019","3,92","3,94","4,00","3,85","-","-1,26%"
"15.01.2019","3,97","4,09","4,15","3,88","-","-1,98%"
"14.01.2019","4,05","4,19","4,21","4,01","-","0,75%"
"11.01.2019","4,02","4,27","4,27","3,97","-","-3,37%"
"10.01.2019","4,16","4,33","4,34","3,81","-","-3,03%"
"09.01.2019","4,29","4,38","4,45","4,25","-","-2,94%"
"08.01.2019","4,42","4,48","4,56","4,36","-","-1,34%"
"07.01.2019","4,48","4,70","4,73","4,47","-","-3,24%"
"04.01.2019","4,63","4,80","4,83","4,54","-","-8,13%"
"03.01.2019","5,04","4,43","5,09","3,74","-","14,81%"
"02.01.2019","4,39","4,72","4,72","4,34","-","-4,15%"
"31.12.2018","4,58","4,60","4,63","4,51","-","0,66%"
"28.12.2018","4,55","4,43","4,62","4,40","-","-0,44%"
